headword,pronunciation,approval_batch,use_type,root_word,meaning,usage_note,derivation,origin_nation,national_usage,variant_forms,variant_pronunciations,related_words,example_celan,example_translation,source_entry_ids
Xarzhir,/xahr-zheer/,Built Spaces and Public Infrastructure 1,Noun,XAR; ZHIR,Screen or lattice; a patterned covering that filters light sight air or passage,,Xar cover + Zhir line or thread,,,,,Xar; Zhir; Aivkorxar; Zhir-; Aneshxar; Aenzhir; Arthaxar; Belzhir; Belxar; Belzhirkavor; Davaxar; Emilzhir; Dralxar; Felzhir; Eshxar; Jekzhirvek; Kaxaraen; Kavelzhiraen; Kesxar; Krenzhir; Korinxar; Lianzhir; Lianrethxar; Lorzhir; Lorinorxar; Morlzhir; Lorinshalxar; Ngarzhir; Mahrxaror; Norzhir; Mahrxarvek; Nyelzhir; Mavbalxar; Selzhir; Nderuxar; Shenzhir; Remashalxar; Velzhiraen; Remaxar; Verdselzhir; Vekxaror; Zharin; Velxar; Zhirath; Verdxar; Zhirbel; Wekxar; Zhirelorim; Xaraen; Zhiren; Xardava; Zhirin; Xaresh; Zhirkalor; Xarfelvin; Zhirkel; Xarkaleth; Zhirkor; Xarkrezaen; Zhirnyel; Xarlorin; Zhirpel; Xarmetha; Zhirrathor; Xarmorl; Zhirshara; Xarnesh; Zhirvek; Xaror; Zhirverd; Xarphelor; Zhirvok; Xarrin; Zhivor; Xarvek; Zhivorin; Xarvel; Xarvethral; Xarwelor; Zhelxar; Zorxar,rinaen xarzhir an shalshan.,The screen is at the window.,LX-BSPI1-0007
Xil,/xeel/,,Adjective,,Hidden or secret (used for foods with a mysterious origin or preparation).,Conceptual range: Shard; fragment; hidden crystal detail,,,,,,Xilbren; Xilnalior; Xilnor; Xilvar,rinaen xil an dresh.,There is a shard in the crystal.,XR-xil; DM-RM-V2-0018
Xilbren,/xeelbrehn/,,Noun,XIL; BREN,Fragmented Grain Cake,Xil = shard + bren = layered gathering,,,,,,Xil; Bren; Xilnalior; Brenmor; Xilnor; Brenvor; Xilvar; Kesbrenaen; Neshbrenaen; Neshbrenral,Nethaen xilbren an dren.,The grain cake rests by the water.,LX-V2-0190
Xilnalior,/xil-nah-lee-or/,"Environment, Geography, and Ecology 1",Noun,XIL,Habitat fragmentation; division of a habitat into disconnected or poorly connected pieces,,Xil fragmentation + Nalior habitat,,,,,Xil; Nalior; Xilbren; Xilnor; Xilvar,pel pelnor nalior; jor xilnalior.,Erosion cuts the habitat; fragmentation surges.,LX-EGE1-0064
Xilnor,/xeel-nor/,Post-Fracture Mechanics 1,Noun,XIL; NOR,A temporal fracture; a break in the continuity of a timeline,,Xil + Nor,,,,,Xil; Nor; Xilbren; Aennor; Xilnalior; Athnor; Xilvar; Belnoraen; Delnor; Eshnor; Eshweknor; Felnor; Jornor; Nethnor; nor-ka; Noraen; Noral; Normav; Normek; Norpral; Norreth; Norshan; Norzhir; Pelnor; Rathnor; Sernor; Shalnor; Thalnor; Thalnoraen; Varnor; Velnor; Vethnor; Weknor,kes seren xilnor.,The guardian identifies a temporal fracture.,LX-PFM1-0006
Xilvar,/xeelvahr/,,Noun,XIL; Var-,A hidden spice; a seasoning or blend whose composition or preparation is deliberately concealed,The source gloss “Hidden spice” is preserved and clarified by concealed composition or preparation.,,,,,,Xil; Var; Xilbren; Var-; Xilnalior; Drenvaraen; Xilnor; Eshvaraen; Jorvar; Kesvar; Mahrvaraen; Pelvar; Pelvaraen; Shalvar; Thalwelvar; Varan; Varbelor; Varnor; Varral; Varrinmek; Varshanmek; Varshel; Varvek; Vekvaraen; Velvaraen; Vethvar; Wekvaraen,Nethaen xilvar an dren.,The hidden spice rests by the water.,LX-V2-0114; LX-V2-0160
Xilvar,/xeelvahr/,,Noun,XIL; Var-,Fragmented Salt,The separate established salt sense remains unchanged.,,,,,,Xil; Var; Xilbren; Var-; Xilnalior; Drenvaraen; Xilnor; Eshvaraen; Jorvar; Kesvar; Mahrvaraen; Pelvar; Pelvaraen; Shalvar; Thalwelvar; Varan; Varbelor; Varnor; Varral; Varrinmek; Varshanmek; Varshel; Varvek; Vekvaraen; Velvaraen; Vethvar; Wekvaraen,Nethaen xilvar an dren.,The hidden spice rests by the water.,LX-V2-0114; LX-V2-0160
Ya,/yah/,,Pronoun,,You (2nd Person Singular),A straightforward pronoun for “you.”,,,,,,Denya,ohmaen Ya kalvok-en.,You love your bonded partner.,LX-V1-0003
Ya,/yah/,,Possessive,,Your (direct personal suffix -ya),"Attach -ya to the possessed noun for body parts, inner states, and personal clothing.",,,,,,Denya,ohmaen Ya kalvok-en.,You love your bonded partner.,LX-V1-0003
Yako,/yah-koh/,,Pronoun,,You two [Dual],,,,,,,,Ra aen Yako an I?,Are you two speaking to me?,LX-V4-0006
Yalin,/yah-leen/,,Pronoun,,You all / You / Y’all (2nd Person Plural),"""You all."" Signifies a collective of individuals addressed.",,,,,,,Var I ser Yalin.,“I go with you all.”,LX-V1-0004
Zek,/zehk/,"Body, Internal Anatomy, and Ordinary Bodily Functions 1",Noun,,Tooth; a hard structure in the mouth used for biting and chewing,,,,,,,,rinaen aiv an zek-ian.,There is pain in my tooth.,LX-BIAOBF1-0017; XR-zek
Zem,/zehm/,Domestic and Sensory Life 1,Noun,,Wood or timber as a workable material separated conceptually from a living tree,,,,,,,,rinaen pralor zem.,The table is wood.,LX-DSL1-0027; XR-zem
Zer,/zehr/,"Body, Internal Anatomy, and Ordinary Bodily Functions 1",Noun,,A sneeze; one abrupt involuntary expulsion through the nose and mouth,,,,,,,Zeraen,kes zhaelral zer.,The healer notices the sneeze.,LX-BIAOBF1-0032; XR-zer
Zeraen,/zehr-ah-ehn/,"Body, Internal Anatomy, and Ordinary Bodily Functions 1",Verb,ZER,To sneeze,,Zer sneeze + -aen verb,,,,,Zer,zeraen I thal gorm.,I sneeze from dust.,LX-BIAOBF1-0033
Zev,/zehv/,"Understanding, Helping, and Emotional Interiority 1",Noun,,Envy; painful comparative desire for an advantage possession quality opportunity or position understood to belong to another,,,,,,,Zevaen,rinaen zev an I.,I feel envy.,LX-UHEI1-0008; XR-zev
Zevaen,/zehv-ah-ehn/,"Understanding, Helping, and Emotional Interiority 1",Verb,ZEV,To envy or feel comparative desire for what another has or is understood to have,,Zev envy + -aen verb,,,,,Zev,zevaen I karvek denya.,I envy that toolkit beside you.,LX-UHEI1-0009
Zhae-,/zhah-eh-/,,Noun,,"Light, empathy",,,,,,,,,,DM-RM-V2-0026
Zhaeaen,/zhah-eh-ah-ehn/,,Verb,,To Feel Empathy / Sympathize.,"Derivation: From Zhae- (Light/Empathy) + -aen. Usage: Standard verb, follows VSO.",,,,,,,Zhaeaen Azron ser Nkathal.,The woman empathizes with the sadness.,LX-V3-0105
Zhael,/zhah-ehl/,,Noun,,Bloom; renewal; soft opening; empathy,"Builds words for blooming, spring renewal, flowers, empathy, and soft emotional opening.",,,,,,Jorzhael; Mavmorzhael; Morzhael; Talzhael; Terrazhael; Zhaeleth; Zhaelin; Zhaelolan; Zhaelor; Zhaelphel; Zhaelpralaen; Zhaelral; Zhaelshen,arth terrakav nalior; tal terrazhael zhael an terra.,Conservation protects the habitat; restoration gives renewal to the land.,XR-zhael
Zhaeleth,/zhah-eh-leth/,"Food, Agriculture, and Preservation 2",Adjective,ZHAEL,"Fresh; recently gathered, produced, or prepared and still retaining its expected original quality",,"Zhael bloom, renewal, or recent opening + -eth",,,,,Zhael; Jorzhael; Mavmorzhael; Morzhael; Talzhael; Terrazhael; Zhaelin; Zhaelolan; Zhaelor; Zhaelphel; Zhaelpralaen; Zhaelral; Zhaelshen,rinaen vilor zhaeleth.,The fruit is fresh.,LX-FAP2-0026
Zhaelin,/zhah-ehleen/,,Noun,ZHAEL,Common Flower,Zhael (bloom/renewal) + -in,,,,,,Zhael; Jorzhael; Mavmorzhael; Morzhael; Talzhael; Terrazhael; Zhaeleth; Zhaelolan; Zhaelor; Zhaelphel; Zhaelpralaen; Zhaelral; Zhaelshen,Rinaen zhaelin krelek an verdor.,The red flower is in the forest.,LX-V4-0063
Zhaelolan,/zhah-ehl-oh-lahn/,"Health, Treatment, and Survival 1",Noun,ZHAEL; OLAN,Medicinal salve or ointment; a spreadable topical preparation used to soothe protect or treat tissue,,Zhael restoration + Olan oil-like substance,,,,,Zhael; Olan; Jorzhael; Emilolan; Mavmorzhael; Kavolan; Morzhael; Morolan; Talzhael; Olanbelrin; Terrazhael; Olankrezaen; Zhaeleth; Zhaelin; Zhaelor; Zhaelphel; Zhaelpralaen; Zhaelral; Zhaelshen,tal zhaelral zhaelolan an aivkor.,The healer applies salve to the wound.,LX-HTS1-0020
Zhaelor,/zhah-ehlohr/,,Noun,ZHAEL; OR,Spring,The blooming season.,,,,,,Zhael; Kalravor; Jorzhael; Krezor; Mavmorzhael; Lianrethor; Morzhael; Nethor; Talzhael; Shalor; Terrazhael; Shalorveth; Zhaeleth; Velkavor; Zhaelin; Velpralor; Zhaelolan; Velthamor; Zhaelphel; Zhirkalor; Zhaelpralaen; Zhaelral; Zhaelshen,Zhaelor shalil nor dren.,Spring flows lightly by the water.,LX-V2-0199
Zhaelphel,/zhah-ehl-fehl/,"Health, Treatment, and Survival 1",Noun,ZHAEL; PHEL,Medicine; a prepared substance formulation or directed therapeutic agent used to prevent relieve or treat illness or injury,,Zhael restoration + Phel soothing relief,,,Zhaelaphel,/zhah-eh-lah-fehl/,Zhael; Phel; Jorzhael; Fennilphel; Mavmorzhael; Phelkarin; Morzhael; Phelmorin; Talzhael; Phelrin; Terrazhael; Phelvin; Zhaeleth; Xarphelor; Zhaelin; Zhaelolan; Zhaelor; Zhaelpralaen; Zhaelral; Zhaelshen,numaen savin zhaelphel.,The patient swallows the medicine.,LX-HTS1-0013
Zhaelpralaen,/zhah-ehl-prahl-ah-ehn/,Tools and Machines 1,Verb,ZHAEL; PRAL,To repair; to restore a damaged object or system to usable working condition,,Zhael renewal + Pral skilled making + -aen,,,,,Zhael; Pral; Jorzhael; Balpral; Mavmorzhael; Balpralaen; Morzhael; Belpralmek; Talzhael; Davapral; Terrazhael; Drenpralaen; Zhaeleth; Dropralaen; Zhaelin; Emilpral; Zhaelolan; Emilpralaen; Zhaelor; Emilpraleth; Zhaelphel; Eshpral; Zhaelral; Eshpralaen; Zhaelshen; Eshpralor; Kelpral; Krezpral; Krezpralaen; Mahrpral; Mahrpralor; Mekeshpral; Mekpralor; Morlpral; Morpralaen; Norpral; Pralaen; Pralbal; Pralfel; Pralhav; Pralilan; Pralin; Pralmor; Pralor; Pralral; Pralvek; Pralvinor; Pralvokesh; Rethpral; Rinpral; Selpralaen; Shenpralor; Tenarpralaen; Vekpralor; Velpralaen; Velpralim; Velpralor; Velpraltrakor; Vethpralaen; Welpralor; Zhelpralaen,zhaelpralaen mekral kormek.,The mechanic repairs the engine.,LX-TM1-0004
Zhaelral,/zhah-ehl-rahl/,National Expansion 1,Noun,ZHAEL; RAL,Restorative healer,,Zhael + Ral,Verdalris,A caretaker of physical or ecological recovery.,,,Zhael; Ral; Jorzhael; Aennorral; Mavmorzhael; Aenthaelral; Morzhael; Balral; Talzhael; Belvethral; Terrazhael; Belzorral; Zhaeleth; Dovhavral; Zhaelin; Droral; Zhaelolan; Eshlorral; Zhaelor; Gavral; Zhaelphel; Karthaelral; Zhaelpralaen; Kavral; Zhaelshen; Kelvekral; Khumkelral; Krenral; Lorbelral; Lormekral; Lorvekral; Mekral; Mormekral; Naklorral; Neshbrenral; Nkural; Norpralral; Pralral; Rinpralral; Shenral; Thaelral; Vethral; Xarvethral; Zhirkelral,tal zhaelral fennilphel an ser.,The healer gives an herbal remedy to the friend.,LX-NE1-0020
Zhaelshen,/zhah-ehl-shehn/,"Health, Treatment, and Survival 1",Noun,ZHAEL; SHEN,Medicinal dose; one measured amount of medicine administered at one time,,Zhael therapeutic restoration + Shen measured amount,,,,,Zhael; Shen; Jorzhael; Belshen; Mavmorzhael; Dralshen; Morzhael; Droshen; Talzhael; Felshen; Terrazhael; Ka-Shen; Zhaeleth; Kalshen; Zhaelin; Keshen; Zhaelolan; Krezshen; Zhaelor; Lianrethshen; Zhaelphel; Morshen; Zhaelpralaen; Pelsheneth; Zhaelral; Rethshen; Rinshen; Sharashen; Shenakar; Shenbel; Shendava; Shenkes; Shenkesor; Shenlian; Shenmek; Shenpralor; Shenral; Shenreth; Shental; Shentalzhael; Shenvarash; Shenzhir; Sivshen; Songashen; Thalaneshen; Vaarshen,shen zhaelral zhaelshen.,The healer measures the dose.,LX-HTS1-0014
Zharak,/zhah-rahk/,,Noun,,Legendary Figure,Mythic / Rumored; Early or rumored mythical creature or being that sits close to legend rather than confirmed common fauna.; Cultural role: Legendary / uncertain status.,,,,,,,,,OHC-0022
Zharin,/zhah-reen/,,Noun,ZHIR,Distant Relative,Zhir (lineage) + arin (far-reaching).,,,,,,Zhir; Zhir-; Aenzhir; Belzhir; Belzhirkavor; Emilzhir; Felzhir; Jekzhirvek; Kavelzhiraen; Krenzhir; Lianzhir; Lorzhir; Morlzhir; Ngarzhir; Norzhir; Nyelzhir; Selzhir; Shenzhir; Velzhiraen; Verdselzhir; Xarzhir; Zhirath; Zhirbel; Zhirelorim; Zhiren; Zhirin; Zhirkalor; Zhirkel; Zhirkor; Zhirnyel; Zhirpel; Zhirrathor; Zhirshara; Zhirvek; Zhirverd; Zhirvok; Zhivor; Zhivorin,Zharin ser dren morl Tharvok.,The distant relative is by the water under the family.,LX-V3-0053
Zharinor,/zhah-ree-nohr/,,Interjection,,"""See you soon""",,,,,,,,,,LX-V2-0018
Zharrel,/zhahrrehl/,,Noun,,Forest Predator,Ohnosha Forest; Stealthy forest pack predator with sleek musculature and bioluminescent speckled fur; hunts through coordinated tactics and silent communication.; Cultural role: Forest hunter and stealth symbol.,,,,,,,,,OHC-0002
Zhe,/zheh/,Short Interrogative Particles 1,Particle,,Why; optional content-question particle requesting a cause reason or motivation,,,,,,,,ra var Ya zhe?,Why do you go?,LX-SIP1-0003
Zhel,/zhehl/,,Noun,,Spark; energy; quick power-flash,"Builds words for sparks, quick energy, charge, and condensed power.",,,,,,Jorzhel; Kavzhelaen; Kazhel; Ngarzhel; Ravzhel; Thalzhelaen; Worzhel; Zhelaen; Zhelbel; Zheldava; Zhelkav; Zhelkor; Zhelpel; Zhelpralaen; Zhelreth; Zhelshan; Zhelshaneth; Zhelshara; Zhelvek; Zhelvorkor; Zhelwel; Zhelxar,thalzhelaen arthzhelshara zhel nor worzhel.,The circuit protector discharges energy during the overload.,XR-zhel
Zhelaen,/zhehl-ah-ehn/,"Information, Computation, Automation, and Electrical Systems 1",Verb,ZHEL,To energize or power; to supply usable energy so a device system or effect can operate,,Zhel energy + -aen verb,,,,,Zhel; Jorzhel; Kavzhelaen; Kazhel; Ngarzhel; Ravzhel; Thalzhelaen; Worzhel; Zhelbel; Zheldava; Zhelkav; Zhelkor; Zhelpel; Zhelpralaen; Zhelreth; Zhelshan; Zhelshaneth; Zhelshara; Zhelvek; Zhelvorkor; Zhelwel; Zhelxar,Va ver zhelaen Ya zhelshara ser rethzhelshara.,Do not energize the circuit with a short circuit.,LX-ICAES1-0049
Zhelbel,/zhehl-behl/,National Expansion 1,Noun,ZHEL; BEL,Connected energy-distribution system,,Zhel + Bel,Mechuma,The Mechuman power grid and its connected energy lines.,,,Zhel; Bel; Jorzhel; Bel-; Kavzhelaen; Belar; Kazhel; Beldava; Ngarzhel; Belkes; Ravzhel; Belkor; Thalzhelaen; Belkoraen; Worzhel; Belkren; Zhelaen; Belmek; Zheldava; Belmor; Zhelkav; Belnoraen; Zhelkor; Belor; Zhelpel; Belpralmek; Zhelpralaen; Belraku; Zhelreth; Belreth; Zhelshan; Belrin; Zhelshaneth; Belrinpel; Zhelshara; Belshan; Zhelvek; Belshara; Zhelvorkor; Belshen; Zhelwel; Belsura; Zhelxar; Belthal; Belvekaen; Belvelrathor; Belverd; Belvethral; Belvok; Belwek; Belxar; Belzhir; Belzhirkavor; Belzhirvek; Belzor; Belzoraen; Dralbelaen; Drobel; Emilbel; Lianbel; Lorbel; Nyelbel; Rinbel; Sharbel; Shenbel; Thaenbel; Thalbel; Tharbel; Varbelor; Verdbel; Vethbel; Zhirbel,rinaen zhelbel an Mechuma.,The energy-distribution system is in Mechuma.,LX-NE1-0011
Zheldava,/zhehl-dah-vah/,"Information, Computation, Automation, and Electrical Systems 1",Noun,DAVA; ZHEL,Signal; a detectable variation of energy sound light pressure motion or magic that carries information,,Zhel energetic change + Dava information,,,,,Dava; Zhel; Rethzheldava; Andavaen; Jorzhel; Beldava; Kavzhelaen; Davapral; Kazhel; Davashanaen; Ngarzhel; Davaxar; Ravzhel; Deldavaen; Thalzhelaen; Kavdava; Worzhel; Kavdavaen; Zhelaen; Kavdeldava; Zhelbel; Kaxardavaen; Zhelkav; Kesdava; Zhelkor; Kesdavaen; Zhelpel; Rethdava; Zhelpralaen; Zhelreth; Shendava; Zhelshan; Thaldavaen; Zhelshaneth; Xardava; Zhelshara; Xardavaen; Zhelvek; Zhelvorkor; Zhelwel; Zhelxar,rinaen zheldava an davapral.,The signal appears on the display.,LX-ICAES1-0007
Zhelkav,/zhehl-kahv/,Tools and Machines 1,Noun,ZHEL; KAV,A battery or power cell; a bounded device that stores energy for later release,,Zhel energy + Kav preservation or reserve,,,,,Zhel; Kav; Jorzhelkav; Jorzhel; Belzhirkavor; Kavzhelaen; Drenkavvek; Kazhel; Drokav; Ngarzhel; Kavaen; Ravzhel; Kavdava; Thalzhelaen; Kavdavaen; Worzhel; Kavdeldava; Zhelaen; Kaveth; Zhelbel; Kavkrez; Zheldava; Kavolan; Zhelkor; Kavral; Zhelpel; Kavsul; Zhelpralaen; Kavvek; Zhelreth; Zhelshan; Liankavor; Zhelshaneth; Shalkav; Zhelshara; Terrakav; Zhelvek; Velkavor; Zhelvorkor; Zhelwel; Zhelxar,rinaen zhelkav zun.,The battery is empty.,LX-TM1-0028
Zhelkor,/zhehl-kohr/,Tools and Machines 1,Noun,ZHEL; KOR,A generator; a machine or system whose primary function is producing usable energy or charge,,Zhel energy or charge + Kor source,,,,,Zhel; Kor; Jorzhel; Aivkor; Kavzhelaen; Belkor; Kazhel; Belkoraen; Ngarzhel; Drenkor; Ravzhel; Drenkorath; Thalzhelaen; Ekor; Worzhel; Jelkor; Zhelaen; Korin; Zhelbel; Korkalvar; Zheldava; Kormek; Zhelkav; Kormor; Zhelpel; Kornali; Zhelpralaen; Korpir; Zhelreth; Korsharvar; Zhelshan; Korwek; Zhelshaneth; Shalkor; Zhelshara; Vorkor; Zhelvek; Zhirkor; Zhelvorkor; Zhelwel; Zhelxar,rinaen zhelkor an zhelbel.,The generator is connected to the power grid.,LX-TM1-0027
Zhelpel,/zhehl-pehl/,"Information, Computation, Automation, and Electrical Systems 1",Noun,ZHEL; Pel,Electrical contact or terminal; a defined point at which charge signal or a conductive connection enters leaves or joins a component,,Zhel charge + Pel precise edge or point,,,,,Zhel; Pel; Jorzhel; Delpel; Kavzhelaen; Kelpel; Kazhel; Lorpel; Ngarzhel; Ngarpel; Ravzhel; Ohmpel; Thalzhelaen; Pelaen; Worzhel; Pelaivaen; Zhelaen; Peldren; Zhelbel; Peleth; Zheldava; Peljekkel; Zhelkav; Pelkar; Zhelkor; Pelkorin; Zhelpralaen; Pelkrezaen; Zhelreth; Pelmorl; Zhelshan; Pelnor; Zhelshaneth; Pelsheneth; Zhelshara; Pelvar; Zhelvek; Pelvaraen; Zhelvorkor; Pelveltrakor; Zhelwel; Pelvokaen; Zhelxar; Rinpel; Shalpel; Verdpel; Zhirpel,bel mekral zhelvorkor ser zhelpel.,The technician connects the switch to the terminal.,LX-ICAES1-0043
Zhelpralaen,/zhehl-prahl-ah-ehn/,General Magic and Metaphysical Practice 1,Verb,ZHEL; PRAL,To shape or control electricity lightning energetic charge or comparable active power through extraordinary trained practice,,Zhel energy or charge + Pral skilled shaping,,,,,Zhel; Pral; Jorzhel; Balpral; Kavzhelaen; Balpralaen; Kazhel; Belpralmek; Ngarzhel; Davapral; Ravzhel; Drenpralaen; Thalzhelaen; Dropralaen; Worzhel; Emilpral; Zhelaen; Emilpralaen; Zhelbel; Emilpraleth; Zheldava; Eshpral; Zhelkav; Eshpralaen; Zhelkor; Eshpralor; Zhelpel; Kelpral; Zhelreth; Krezpral; Zhelshan; Krezpralaen; Zhelshaneth; Mahrpral; Zhelshara; Mahrpralor; Zhelvek; Mekeshpral; Zhelvorkor; Mekpralor; Zhelwel; Morlpral; Zhelxar; Morpralaen; Norpral; Pralaen; Pralbal; Pralfel; Pralhav; Pralilan; Pralin; Pralmor; Pralor; Pralral; Pralvek; Pralvinor; Pralvokesh; Rethpral; Rinpral; Selpralaen; Shenpralor; Tenarpralaen; Vekpralor; Velpralaen; Velpralim; Velpralor; Velpraltrakor; Vethpralaen; Welpralor; Zhaelpralaen,velpralaen arural vel ser zhelpralaen seren zhel.,The practitioner shapes ice and the guardian shapes electricity.,LX-GMMP1-0035
Zhelreth,/zhehl-rehth/,"Information, Computation, Automation, and Electrical Systems 1",Noun,ZHEL,Electrical fault; an abnormal electrical condition that disrupts safe or intended operation,,Zhel charge + Reth disorder,,,,,Zhel; Belreth; Jorzhel; Fahreth; Kavzhelaen; Kelreth; Kazhel; Lianreth; Ngarzhel; Mekreth; Ravzhel; Norreth; Thalzhelaen; Ohmreth; Worzhel; Reth; Zhelaen; Rethdava; Zhelbel; Rethkal; Zheldava; Rethmor; Zhelkav; Rethnem; Zhelkor; Rethpral; Zhelpel; Rethshara; Zhelpralaen; Rethshen; Zhelshan; Rethvok; Zhelshaneth; Rethweknor; Zhelshara; Rethzheldava; Zhelvek; Rethzhelshara; Zhelvorkor; Shenreth; Zhelwel; Sivrethaen; Zhelxar,kes mekral zhelreth nor kazhel.,The technician detects an electrical fault during the outage.,LX-ICAES1-0047
Zhelshan,/zhehl-shahn/,"Information, Computation, Automation, and Electrical Systems 1",Noun,ZHEL; SHAN,Conductor; a material component or path whose intended function is carrying electrical or magical charge,,Zhel charge + Shan passage,,,,,Zhel; Shan; Morzhelshan; Jorzhel; Anshanaen; Kavzhelaen; Balshan; Kazhel; Belshan; Ngarzhel; Davashanaen; Ravzhel; Dralshaneth; Thalzhelaen; Emilshan; Worzhel; Lorzhiranshan; Zhelaen; Lorzhirthalshan; Zhelbel; Mavbalshanaen; Zheldava; Mavbalshaneth; Zhelkav; Morlshan; Zhelkor; Ndemshan; Zhelpel; Nokashan; Zhelpralaen; Norshan; Zhelreth; Ohmshan; Zhelshaneth; Ravshan; Zhelshara; Selshan; Zhelvek; Shalshan; Zhelvorkor; Shanartheth; Zhelwel; Shankalaen; Zhelxar; Shanmek; Shanmorl; Shannali; Shantham; Shanvelrathor; Shanvelzhiraen; Terrashaneth; Thalshanaen; Urenshan; Vaarshan; Varshanmek; Velpralim; Worshankal,rinaen ravzhel an zhelshan.,Electrical potential is present at the conductor.,LX-ICAES1-0039
Zhelshaneth,/zhehl-shah-neth/,"Clothing, Wearable Protection, and Ordinary Materials 1",Adjective,ZHEL; SHAN,Electrically or energetically conductive; able to carry electrical or magical charge through a material,,Zhel energy or charge + Shan passage + -eth,,,,,Zhel; Shan; Jorzhel; Anshanaen; Kavzhelaen; Balshan; Kazhel; Belshan; Ngarzhel; Davashanaen; Ravzhel; Dralshaneth; Thalzhelaen; Emilshan; Worzhel; Lorzhiranshan; Zhelaen; Lorzhirthalshan; Zhelbel; Mavbalshanaen; Zheldava; Mavbalshaneth; Zhelkav; Morlshan; Zhelkor; Ndemshan; Zhelpel; Nokashan; Zhelpralaen; Norshan; Zhelreth; Ohmshan; Zhelshan; Ravshan; Zhelshara; Selshan; Zhelvek; Shalshan; Zhelvorkor; Shanartheth; Zhelwel; Shankalaen; Zhelxar; Shanmek; Shanmorl; Shannali; Shantham; Shanvelrathor; Shanvelzhiraen; Terrashaneth; Thalshanaen; Urenshan; Vaarshan; Varshanmek; Velpralim; Worshankal,rinaen kren zhelshaneth.,The metal is conductive.,LX-CWM1-0028
Zhelshara,/zhehl-shah-rah/,"Information, Computation, Automation, and Electrical Systems 1",Noun,ZHEL; SHARA,Circuit; an organized conductive path through which charge can travel and return or complete an intended route,,Zhel charge + Shara path,,,,,Zhel; Shara; Arthzhelshara; Jorzhel; Shara-; Rethzhelshara; Kavzhelaen; Awekshara; Kazhel; Belshara; Ngarzhel; Brosshara; Ravzhel; Dralshara; Thalzhelaen; Droshara; Worzhel; Emilshara; Zhelaen; Felshara; Zhelbel; Kasharaen; Zheldava; Kinnshara; Zhelkav; Lorshara; Zhelkor; Mekshara; Zhelpel; Morlshara; Zhelpralaen; Nakshara; Zhelreth; Rakushara; Zhelshan; Rethshara; Zhelshaneth; Sharaen; Zhelvek; Sharaka; Zhelvorkor; Sharalorin; Zhelwel; Sharashen; Zhelxar; Sharavok; Sharbel; Tharshara; Tharsharaen; Vershara; Weksharaen; Zhirshara,rinaen zhelwel an zhelshara.,Electrical current is in the circuit.,LX-ICAES1-0037
Zhelvek,/zhehlvehk/,,Noun,ZHEL; MEK; VEK,Energy Bar,Zhel = spark/energy + vek = carrier,,,,,,Zhel; Mek; Vek; Jorzhel; Anmek; Anvekaen; Kavzhelaen; Belmek; Balvek; Kazhel; Belpralmek; Belvekaen; Ngarzhel; Drojormek; Dorvekaen; Ravzhel; Felmek; Drenkavvek; Thalzhelaen; Jekmek; Eshvek; Worzhel; Kalmek; Felvek; Zhelaen; Karmek; Jekzhirvek; Zhelbel; Kesmek; Karvek; Zheldava; Kormek; Kavvek; Zhelkav; Lormek; Kelvekral; Zhelkor; Lormekral; Kormekvek; Zhelpel; Mekaru; Krenzhirvek; Zhelpralaen; Mekeshpral; Krezdrenvek; Zhelreth; Mekkes; Krezvek; Zhelshan; Mekor; Lorvekaen; Zhelshaneth; Mekpralor; Lorvekral; Zhelshara; Mekral; Mahrvek; Zhelvorkor; Mekrask; Mahrxarvek; Zhelwel; Mekreth; Morvek; Zhelxar; Mekshara; Ndavivek; Mormek; Nethvek; Nethmek; Ngarvek; Normek; Pralvek; Rakumek; Ravjorvek; Rinmek; Ravvekaen; Selmek; Rinvek; Shanmek; Shalilvek; Shenmek; Thalvekaen; Thalmek; Thamvek; Varokmek; Urenvek; Varshanmek; Varvek; Velmek; Vekaen; Wekmek; Vekin; Vekmor; Vekpralor; Vekvaraen; Vekxaror; Welvek; Xarvek; Zhirvek,Zhelvek kal dren.,The energy bar strengthens with water.,LX-V2-0167
