entry_id,source_volume,source_section,page_number,celan_term,english_meaning,category,usage_context,original_wording,canon_status,notes,related_entry_ids,relationship_type,potential_tension_id,review_status,review_reason
LX-V4-0091,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Thar-lian!,By my heart's truth!,Oath/Curse,A common oath of honesty or deep conviction.,Thar-lian! / By my heart's truth! / A common oath of honesty or deep conviction.,Canon,Original term entry preserved.,,,,Approved,
LX-V4-0092,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Ver-belthal!,Un-Order! or Broken Order!,Oath/Curse,A Mechuman curse of frustration when a complex plan or machine fails.,Ver-belthal! / Un-Order! or Broken Order! / A Mechuman curse of frustration when a complex plan or machine fails.,Canon,Original term entry preserved.,,,,Approved,
LX-V4-0093,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Ka-dren!,No water!,Oath/Curse,"A severe Zarithan curse, invoking the ultimate state of scarcity and doom.","Ka-dren! / No water! / A severe Zarithan curse, invoking the ultimate state of scarcity and doom.",Canon,Original term entry preserved.,,,PT-V4-0009,Needs Human Review,terminology overlap
LX-V4-0094,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,"An morl, an kal!","By the mountain, by the strength!",Oath/Curse,A Valkeldorian oath of determination.,"An morl, an kal! / By the mountain, by the strength! / A Valkeldorian oath of determination.",Canon,Original term entry preserved.,,,,Approved,
LX-V4-0095,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Lia'fel.,"Yes, a little.",Nuanced Affirmation/Disagreement,Used for reluctant or partial agreement.,"Lia'fel. / Yes, a little. / Used for reluctant or partial agreement.",Canon,Original term entry preserved.,,,,Approved,
LX-V4-0096,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Lian'lia!,"Truly, yes!",Nuanced Affirmation/Disagreement,Used for enthusiastic agreement.,"Lian'lia! / Truly, yes! / Used for enthusiastic agreement.",Canon,Original term entry preserved.,,,PT-V4-0009,Needs Human Review,terminology overlap
LX-V4-0097,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Lianor-ian ver.,My thought is no.,Nuanced Affirmation/Disagreement,"A polite, considered way to disagree or refuse.","Lianor-ian ver. / My thought is no. / A polite, considered way to disagree or refuse.",Canon,Original term entry preserved.,,,,Approved,
LX-V4-0098,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech","Section 3.11: Expanded Interjections, Oaths, & Expressions",17-19,Verka an dral!,Not even in the heavens!,Nuanced Affirmation/Disagreement,"An emphatic, almost proverbial, way to refuse.","Verka an dral! / Not even in the heavens! / An emphatic, almost proverbial, way to refuse.",Canon,Original term entry preserved.,,,PT-V4-0009,Needs Human Review,terminology overlap
LX-V4-0099,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Var,"Verb: Go, Move; Preposition: To, Towards",Polysemy Entry,A classic case where a verb of motion also serves as the preposition indicating direction. The core concept is movement.,"Var / Verb: Go, Move / Preposition: To, Towards / A classic case where a verb of motion also serves as the preposition indicating direction. The core concept is movement.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0100,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Nor,"Noun: Time, Flow of Time; Preposition: At/in (time)",Polysemy Entry,The core noun for Time is also used as the preposition to mark a point in time. The core concept is temporality.,"Nor / Noun: Time, Flow of Time / Preposition: At/in (time) / The core noun for Time is also used as the preposition to mark a point in time. The core concept is temporality.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0101,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Shal,"Noun: Light; Noun: New Beginnings, Fate; Verb (as To Hope)",Polysemy Entry,"In Celan philosophy, Light is the source of all positive, forward-moving concepts.","Shal / Noun: Light / Noun: New Beginnings, Fate / Verb (as To Hope) / In Celan philosophy, Light is the source of all positive, forward-moving concepts.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0102,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Aen,"Verb: Speak, Breathe; Complementizer: That; Suffix: -aen (verb-forming)",Polysemy Entry,"The root Aen signifies the breath of life, extending from speaking to the grammatical function of introducing a spoken clause.","Aen / Verb: Speak, Breathe / Complementizer: That / Suffix: -aen (verb-forming) / The root Aen signifies the breath of life, extending from speaking to the grammatical function of introducing a spoken clause.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0103,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Reth,"Noun: Confusion, Uncertainty; Conjunction: Or; Root (in Possibility)",Polysemy Entry,The conjunction Or exists to present a choice between uncertain options.,"Reth / Noun: Confusion, Uncertainty / Conjunction: Or / Root (in Possibility) / The conjunction Or exists to present a choice between uncertain options.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0104,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Fah,"Noun: Darkness, Fear, Night; Interjection: Ugh! Bah!",Polysemy Entry,"The core noun for a negative state is used as a visceral, emotional interjection.","Fah / Noun: Darkness, Fear, Night / Interjection: Ugh! Bah! / The core noun for a negative state is used as a visceral, emotional interjection.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0105,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Krez,Noun: Fire; Interjection: Blast! Damn!,Polysemy Entry,Fire is invoked as an interjection for hot emotions like anger and frustration.,Krez / Noun: Fire / Interjection: Blast! Damn! / Fire is invoked as an interjection for hot emotions like anger and frustration.,Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0106,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Dral,"Noun: Sky, Wonder, Heavens; Interjection: Wow! Heavens!",Polysemy Entry,"The concept of the Heavens is invoked to express awe, wonder, or surprise.","Dral / Noun: Sky, Wonder, Heavens / Interjection: Wow! Heavens! / The concept of the Heavens is invoked to express awe, wonder, or surprise.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0107,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Aenor,"Noun: Ear; Noun: Moment, Instant",Polysemy Entry,A homonym. Context distinguishes them.,"Aenor / Noun: Ear / Noun: Moment, Instant / A homonym. Context distinguishes them.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0108,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Terra,Noun: Earth (physical ground); Noun: The Heart of Terra (mystical force),Polysemy Entry,The physical world and mystical source are inseparable in Ohnoshan thought.,Terra / Noun: Earth (physical ground) / Noun: The Heart of Terra (mystical force) / The physical world and mystical source are inseparable in Ohnoshan thought.,Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0109,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Thal,"Noun: Balance, Harmony; Preposition: From, out of",Polysemy Entry,All things originate from a place of balance.,"Thal / Noun: Balance, Harmony / Preposition: From, out of / All things originate from a place of balance.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0110,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Esh,"Noun: Sky, Air; Preposition: Above, over; Suffix: -esh (Relational)",Polysemy Entry,The relational suffix extends the sky/above sense to metaphorical connection.,"Esh / Noun: Sky, Air / Preposition: Above, over / Suffix: -esh (Relational) / The relational suffix extends the sky/above sense to metaphorical connection.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0111,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Kal,"Noun: Strength, Power; Adjective (as Strong)",Polysemy Entry,Strength is the root for the adjective describing that quality.,"Kal / Noun: Strength, Power / Adjective (as Strong) / Strength is the root for the adjective describing that quality.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0112,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Ser,"Noun: Friend, Ally; Preposition: With; Conjunction: And",Polysemy Entry,"And is framed as accompaniment, the essence of friend.","Ser / Noun: Friend, Ally / Preposition: With / Conjunction: And / And is framed as accompaniment, the essence of friend.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0113,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Vaar,"Noun: Peace, Unity; Interjection (as Relief); Adjective (as Good)",Polysemy Entry,Peace/unity roots relief and goodness.,"Vaar / Noun: Peace, Unity / Interjection (as Relief) / Adjective (as Good) / Peace/unity roots relief and goodness.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0114,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Lian,"Noun: Truth, Honesty; Verb (as To Pray); Modal (as Can/Able to)",Polysemy Entry,Truth is foundation for prayer and ability.,"Lian / Noun: Truth, Honesty / Verb (as To Pray) / Modal (as Can/Able to) / Truth is foundation for prayer and ability.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0115,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Thar,Noun: Heart; Modal root (in Want to),Polysemy Entry,Heart is source of life and desire.,Thar / Noun: Heart / Modal root (in Want to) / Heart is source of life and desire.,Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0116,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Tal,"Verb: Give, Offer; Verb: To Take, Receive",Polysemy Entry,Context and prepositions determine exchange direction.,"Tal / Verb: Give, Offer / Verb: To Take, Receive / Context and prepositions determine exchange direction.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0117,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Vethor,"Noun: Shadow, Mystery; Verb (as To Sleep)",Polysemy Entry,Sleep is entering the shadow/mystery.,"Vethor / Noun: Shadow, Mystery / Verb (as To Sleep) / Sleep is entering the shadow/mystery.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0118,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Kor,"Root: Source, Strength; Unit of length (from Handspan)",Polysemy Entry,"Korin hand is source of making/action, becoming measure.","Kor / Root: Source, Strength / Unit of length (from Handspan) / Korin hand is source of making/action, becoming measure.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0119,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Pral,"Root: Intricacy, Detail; Noun (as Table); Verb (as To Make)",Polysemy Entry,Skilled work gives rise to place for work and act of doing it.,"Pral / Root: Intricacy, Detail / Noun (as Table) / Verb (as To Make) / Skilled work gives rise to place for work and act of doing it.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0120,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Vok,"Root: Unity, Bond; Verb (as To Betray)",Polysemy Entry,Unity roots the verb describing its violation.,"Vok / Root: Unity, Bond / Verb (as To Betray) / Unity roots the verb describing its violation.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0121,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Kel,Verb: To say/talk (informal); Noun (as Name); Noun (as Word),Polysemy Entry,Saying is foundation for name and word.,Kel / Verb: To say/talk (informal) / Noun (as Name) / Noun (as Word) / Saying is foundation for name and word.,Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0122,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Eth,"Suffix (Adjectival): -like, -ful; Suffix (Nominal/Ritual): sacred act of",Polysemy Entry,Essential manifestation as quality or formal act.,"Eth / Suffix (Adjectival): -like, -ful / Suffix (Nominal/Ritual): sacred act of / Essential manifestation as quality or formal act.",Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
LX-V4-0123,"Volume 4: Expansion, Tangible Lexicon, Modality, and National Speech",Section 3.12: The Fluidity of Meaning: Polysemy and Context in Celan,19-25,Shen,Noun (from Coinage); Unit of weight: Measure,Polysemy Entry,Currency gives name to measured trade.,Shen / Noun (from Coinage) / Unit of weight: Measure / Currency gives name to measured trade.,Canon,Original term entry preserved.,PT-V4-0010,related usage,PT-V4-0010,Needs Human Review,contextual meaning overlap
